transaction_amount,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,amount_deviation,amount_ratio,high_amount_flag,night_transaction,failed_transaction_ratio,actual_fraud,fraud_probability,risk_score,risk_level
180.72,10,23,217.35,0,0,-36.629999999999995,0.8314699792960663,0,0,0.0,0,0.005,0.5,Low Risk
281.29,22,17,94.89,0,1,186.40000000000003,2.9643798081989674,1,0,0.058823529411764705,0,0.005,0.5,Low Risk
141.84,21,18,80.73,0,0,61.11,1.7569676700111483,0,0,0.0,0,0.005,0.5,Low Risk
46.92,12,31,77.85,0,1,-30.929999999999993,0.6026974951830444,0,0,0.03225806451612903,0,0.005,0.5,Low Risk
36.29,7,13,73.24,0,1,-36.949999999999996,0.4954942654287275,0,0,0.07692307692307693,0,0.005,0.5,Low Risk
77.71,14,28,127.31,0,0,-49.60000000000001,0.6103998114837796,0,0,0.0,0,0.005,0.5,Low Risk
31.26,19,30,37.42,1,1,-6.16,0.8353821485836451,0,0,0.03333333333333333,0,0.005,0.5,Low Risk
59.26,23,6,148.66,0,1,-89.4,0.3986277411543118,0,1,0.16666666666666666,0,0.005,0.5,Low Risk
221.34,17,25,209.24,0,1,12.099999999999994,1.0578283311030396,0,0,0.04,0,0.005,0.5,Low Risk
159.96,20,2,133.55,0,0,26.409999999999997,1.1977536503182329,0,0,0.0,0,0.005,0.5,Low Risk
143.91,21,31,79.09,0,3,64.82,1.8195726387659628,0,0,0.0967741935483871,0,0.005,0.5,Low Risk
48.23,22,27,60.45,0,3,-12.220000000000006,0.7978494623655913,0,0,0.1111111111111111,0,0.005,0.5,Low Risk
129.5,21,19,97.71,0,2,31.790000000000006,1.3253505270699009,0,0,0.10526315789473684,0,0.005,0.5,Low Risk
44.38,22,23,105.01,0,2,-60.63,0.42262641653175886,0,0,0.08695652173913043,0,0.005,0.5,Low Risk
66.94,4,19,105.85,0,1,-38.91,0.6324043457723193,0,1,0.05263157894736842,0,0.005,0.5,Low Risk
59.22,22,4,302.11,0,2,-242.89000000000001,0.19602131673893614,0,0,0.5,0,0.005,0.5,Low Risk
49.84,18,24,224.63,0,2,-174.79,0.2218759738236211,0,0,0.08333333333333333,0,0.005,0.5,Low Risk
26.96,2,1,87.57,0,2,-60.60999999999999,0.3078679913212288,0,1,2.0,0,0.005,0.5,Low Risk
38.65,17,12,199.74,0,0,-161.09,0.1935015520176229,0,0,0.0,0,0.005,0.5,Low Risk
57.71,6,10,229.91,0,4,-172.2,0.2510112652777174,0,0,0.4,0,0.005,0.5,Low Risk
279.68,12,1,47.65,0,0,232.03,5.869464847848898,1,0,0.0,0,0.005,0.5,Low Risk
61.42,17,31,158.15,0,0,-96.73,0.3883654758141005,0,0,0.0,0,0.005,0.5,Low Risk
44.9,16,20,141.44,0,5,-96.53999999999999,0.3174490950226244,0,0,0.25,0,0.005,0.5,Low Risk
55.33,2,34,267.89,0,1,-212.56,0.20653999776027474,0,1,0.029411764705882353,0,0.005,0.5,Low Risk
79.72,5,29,85.15,0,1,-5.430000000000007,0.9362301820317087,0,1,0.034482758620689655,0,0.005,0.5,Low Risk
121.52,3,13,273.46,0,0,-151.94,0.444379433920866,0,1,0.0,0,0.005,0.5,Low Risk
59.28,8,29,207.13,0,4,-147.85,0.28619707430116353,0,0,0.13793103448275862,0,0.005,0.5,Low Risk
28.41,21,31,48.3,0,1,-19.889999999999997,0.5881987577639752,0,0,0.03225806451612903,0,0.005,0.5,Low Risk
36.96,5,8,138.84,0,2,-101.88,0.2662057044079516,0,1,0.25,0,0.005,0.5,Low Risk
364.72,21,26,82.72,0,0,282.0,4.409090909090909,1,0,0.0,0,0.005,0.5,Low Risk
241.77,18,23,68.7,0,1,173.07,3.519213973799127,1,0,0.043478260869565216,0,0.005,0.5,Low Risk
204.86,9,22,99.77,0,1,105.09000000000002,2.0533226420767767,1,0,0.045454545454545456,0,0.005,0.5,Low Risk
64.92,4,23,284.78,0,1,-219.85999999999996,0.22796544701172838,0,1,0.043478260869565216,0,0.005,0.5,Low Risk
45.9,19,17,120.63,0,5,-74.72999999999999,0.38050236259636905,0,0,0.29411764705882354,0,0.005,0.5,Low Risk
368.17,13,22,152.97,0,0,215.20000000000002,2.406811793162058,1,0,0.0,0,0.005,0.5,Low Risk
120.33,9,35,195.26,0,2,-74.92999999999999,0.6162552494110417,0,0,0.05714285714285714,0,0.005,0.5,Low Risk
113.92,21,27,99.69,1,1,14.230000000000004,1.142742501755442,0,0,0.037037037037037035,0,0.005,0.5,Low Risk
30.58,1,2,84.56,0,1,-53.980000000000004,0.3616367076631977,0,1,0.5,0,0.005,0.5,Low Risk
60.48,18,13,169.33,0,2,-108.85000000000002,0.3571723852831748,0,0,0.15384615384615385,0,0.005,0.5,Low Risk
240.15,16,25,70.32,0,1,169.83,3.415102389078499,1,0,0.04,0,0.005,0.5,Low Risk
53.49,23,16,120.82,0,0,-67.32999999999998,0.44272471445124983,0,1,0.0,0,0.005,0.5,Low Risk
61.0,17,28,65.46,0,1,-4.459999999999994,0.9318667888787047,0,0,0.03571428571428571,0,0.005,0.5,Low Risk
160.46,22,3,153.1,0,3,7.360000000000014,1.048073154800784,0,0,1.0,0,0.005,0.5,Low Risk
450.84,7,17,219.62,0,1,231.21999999999997,2.052818504689919,1,0,0.058823529411764705,0,0.005,0.5,Low Risk
84.59,3,17,103.2,0,1,-18.61,0.819670542635659,0,1,0.058823529411764705,0,0.005,0.5,Low Risk
67.84,20,34,43.07,0,0,24.770000000000003,1.5751102855816115,0,0,0.0,0,0.005,0.5,Low Risk
108.87,6,17,168.75,0,0,-59.879999999999995,0.6451555555555556,0,0,0.0,0,0.005,0.5,Low Risk
226.98,8,20,83.26,0,1,143.71999999999997,2.726159019937545,1,0,0.05,0,0.005,0.5,Low Risk
33.3,17,12,65.9,0,0,-32.60000000000001,0.5053110773899847,0,0,0.0,0,0.005,0.5,Low Risk
209.26,18,20,195.85,0,3,13.409999999999997,1.0684707684452386,0,0,0.15,0,0.005,0.5,Low Risk
93.23,19,15,165.91,0,1,-72.67999999999999,0.5619311675004521,0,0,0.06666666666666667,0,0.005,0.5,Low Risk
55.08,21,27,78.84,0,0,-23.760000000000005,0.6986301369863013,0,0,0.0,0,0.005,0.5,Low Risk
35.17,16,30,82.25,0,1,-47.08,0.4275987841945289,0,0,0.03333333333333333,0,0.005,0.5,Low Risk
24.67,12,28,50.62,0,3,-25.949999999999996,0.4873567759778744,0,0,0.10714285714285714,0,0.005,0.5,Low Risk
148.05,19,8,57.21,0,2,90.84,2.587834294703723,1,0,0.25,0,0.005,0.5,Low Risk
121.72,22,17,51.74,0,1,69.97999999999999,2.3525318902203325,1,0,0.058823529411764705,0,0.005,0.5,Low Risk
371.05,12,8,140.09,0,0,230.96,2.6486544364337212,1,0,0.0,0,0.005,0.5,Low Risk
67.88,16,27,182.59,0,2,-114.71000000000001,0.3717618708582069,0,0,0.07407407407407407,0,0.005,0.5,Low Risk
123.85,18,31,201.31,0,1,-77.46000000000001,0.6152203069892206,0,0,0.03225806451612903,0,0.005,0.5,Low Risk
106.11,14,7,122.42,0,0,-16.310000000000002,0.8667701355987584,0,0,0.0,0,0.005,0.5,Low Risk
34.92,18,1,190.29,0,2,-155.37,0.18350938041935994,0,0,2.0,0,0.005,0.5,Low Risk
86.35,11,30,104.3,0,0,-17.950000000000003,0.8279002876318312,0,0,0.0,0,0.005,0.5,Low Risk
59.32,18,29,116.57,0,0,-57.24999999999999,0.5088787852792314,0,0,0.0,0,0.005,0.5,Low Risk
94.85,2,13,242.88,0,0,-148.03,0.3905220685111989,0,1,0.0,0,0.005,0.5,Low Risk
117.91,8,23,151.72,0,2,-33.81,0.777155286053256,0,0,0.08695652173913043,0,0.005,0.5,Low Risk
47.39,12,22,132.23,0,2,-84.83999999999999,0.35839068290100584,0,0,0.09090909090909091,0,0.005,0.5,Low Risk
94.7,16,4,65.85,0,1,28.85000000000001,1.4381169324221719,0,0,0.25,0,0.005,0.5,Low Risk
24.84,21,31,117.13,0,0,-92.28999999999999,0.2120720566891488,0,0,0.0,0,0.005,0.5,Low Risk
90.81,2,7,33.64,0,1,57.17,2.699464922711058,1,1,0.14285714285714285,0,0.005,0.5,Low Risk
65.29,5,4,37.01,0,1,28.28000000000001,1.764117805998379,0,1,0.25,0,0.005,0.5,Low Risk
97.01,15,10,38.18,0,1,58.830000000000005,2.540859088528025,1,0,0.1,0,0.005,0.5,Low Risk
452.92,16,30,67.25,0,2,385.67,6.734869888475837,1,0,0.06666666666666667,0,0.005,0.5,Low Risk
65.36,1,19,150.84,0,3,-85.48,0.4333068151683903,0,1,0.15789473684210525,0,0.005,0.5,Low Risk
270.3,15,26,88.38,0,0,181.92000000000002,3.0583842498302785,1,0,0.0,0,0.005,0.5,Low Risk
129.61,12,20,257.32,0,0,-127.70999999999998,0.5036919011347739,0,0,0.0,0,0.005,0.5,Low Risk
113.11,10,3,51.69,0,1,61.42,2.188237570129619,1,0,0.3333333333333333,0,0.005,0.5,Low Risk
64.71,19,15,95.43,0,1,-30.720000000000013,0.6780886513674944,0,0,0.06666666666666667,0,0.005,0.5,Low Risk
59.1,19,23,121.7,0,2,-62.6,0.485620377978636,0,0,0.08695652173913043,0,0.005,0.5,Low Risk
67.95,14,28,42.53,0,0,25.42,1.5976957441805784,0,0,0.0,0,0.005,0.5,Low Risk
62.38,9,33,149.02,0,1,-86.64000000000001,0.41860152999597366,0,0,0.030303030303030304,0,0.005,0.5,Low Risk
40.36,12,24,184.33,0,1,-143.97000000000003,0.2189551348125644,0,0,0.041666666666666664,1,0.005,0.5,Low Risk
125.5,2,17,129.12,0,0,-3.6200000000000045,0.9719640644361833,0,1,0.0,0,0.005,0.5,Low Risk
328.33,12,16,127.03,0,1,201.29999999999998,2.5846650397543884,1,0,0.0625,0,0.005,0.5,Low Risk
444.13,14,23,37.82,0,0,406.31,11.743257535695399,1,0,0.0,0,0.005,0.5,Low Risk
131.26,15,13,60.68,0,1,70.57999999999998,2.1631509558338826,1,0,0.07692307692307693,1,0.0,0.0,Low Risk
41.47,15,34,204.06,0,1,-162.59,0.20322454180143093,0,0,0.029411764705882353,0,0.0,0.0,Low Risk
153.55,6,32,372.45,0,1,-218.89999999999998,0.41227010336957987,0,0,0.03125,0,0.0,0.0,Low Risk
129.82,11,8,127.37,0,1,2.4499999999999886,1.019235298735966,0,0,0.125,0,0.0,0.0,Low Risk
47.09,9,29,166.51,0,2,-119.41999999999999,0.28280583748723803,0,0,0.06896551724137931,0,0.0,0.0,Low Risk
89.54,13,27,99.07,1,1,-9.529999999999987,0.9038053901281923,0,0,0.037037037037037035,0,0.0,0.0,Low Risk
99.44,9,20,67.53,0,1,31.909999999999997,1.4725307270842587,0,0,0.05,0,0.0,0.0,Low Risk
41.36,22,10,225.94,0,1,-184.57999999999998,0.1830574488802337,0,0,0.1,0,0.0,0.0,Low Risk
48.14,11,31,130.56,0,1,-82.42,0.36871936274509803,0,0,0.03225806451612903,0,0.0,0.0,Low Risk
181.19,9,20,171.6,0,0,9.590000000000003,1.055885780885781,0,0,0.0,0,0.0,0.0,Low Risk
189.31,13,21,18.05,0,1,171.26,10.48808864265928,1,0,0.047619047619047616,0,0.0,0.0,Low Risk
156.97,9,17,150.98,0,2,5.990000000000009,1.039674129023712,0,0,0.11764705882352941,0,0.0,0.0,Low Risk
79.75,15,23,231.92,0,2,-152.17,0.34386857537081755,0,0,0.08695652173913043,0,0.0,0.0,Low Risk
118.41,18,26,118.37,0,0,0.03999999999999204,1.0003379234603362,0,0,0.0,0,0.0,0.0,Low Risk
157.16,17,22,111.41,0,2,45.75,1.4106453639709182,0,0,0.09090909090909091,0,0.0,0.0,Low Risk
33.37,18,39,354.72,0,0,-321.35,0.09407419936851599,0,0,0.0,0,0.0,0.0,Low Risk
127.4,20,31,83.72,0,1,43.68000000000001,1.5217391304347827,0,0,0.03225806451612903,0,0.0,0.0,Low Risk
202.56,23,10,193.68,0,1,8.879999999999995,1.0458488228004956,0,1,0.1,0,0.0,0.0,Low Risk
54.67,16,23,174.1,0,1,-119.42999999999999,0.31401493394600805,0,0,0.043478260869565216,0,0.0,0.0,Low Risk
151.53,7,28,116.84,0,1,34.69,1.296901745977405,0,0,0.03571428571428571,0,0.0,0.0,Low Risk
88.65,8,30,136.0,0,1,-47.349999999999994,0.6518382352941177,0,0,0.03333333333333333,0,0.0,0.0,Low Risk
84.37,22,1,67.04,0,1,17.33,1.2585023866348448,0,0,1.0,0,0.0,0.0,Low Risk
270.54,19,41,89.7,0,0,180.84000000000003,3.0160535117056857,1,0,0.0,0,0.0,0.0,Low Risk
55.64,19,17,29.83,0,1,25.810000000000002,1.865236339255783,0,0,0.058823529411764705,0,0.0,0.0,Low Risk
45.09,8,16,201.54,0,0,-156.45,0.22372729979160466,0,0,0.0,0,0.0,0.0,Low Risk
81.01,8,35,249.19,0,1,-168.18,0.3250933022994502,0,0,0.02857142857142857,0,0.0,0.0,Low Risk
112.76,17,17,143.93,0,2,-31.17,0.7834363926908914,0,0,0.11764705882352941,0,0.0,0.0,Low Risk
92.43,17,31,93.22,1,1,-0.789999999999992,0.9915254237288137,0,0,0.03225806451612903,0,0.0,0.0,Low Risk
123.08,18,22,174.6,0,0,-51.519999999999996,0.7049255441008019,0,0,0.0,0,0.0,0.0,Low Risk
79.66,23,12,104.6,0,1,-24.939999999999998,0.7615678776290631,0,1,0.08333333333333333,0,0.0,0.0,Low Risk
81.24,19,10,54.35,0,3,26.889999999999993,1.4947562097516098,0,0,0.3,0,0.0,0.0,Low Risk
70.72,3,15,180.11,0,1,-109.39000000000001,0.3926489367608683,0,1,0.06666666666666667,0,0.0,0.0,Low Risk
59.66,17,8,220.35,0,3,-160.69,0.27075107783072383,0,0,0.375,0,0.0,0.0,Low Risk
89.66,4,10,178.28,0,0,-88.62,0.5029167601525689,0,1,0.0,0,0.0,0.0,Low Risk
62.85,3,12,141.06,0,0,-78.21000000000001,0.4455550829434283,0,1,0.0,0,0.0,0.0,Low Risk
199.66,10,37,80.89,0,2,118.77,2.468290270738039,1,0,0.05405405405405406,0,0.0,0.0,Low Risk
98.65,20,39,113.14,1,2,-14.489999999999995,0.8719285840551529,0,0,0.05128205128205128,0,0.0,0.0,Low Risk
116.52,8,12,61.22,0,0,55.3,1.9032995753021889,0,0,0.0,0,0.0,0.0,Low Risk
57.65,12,10,42.87,0,1,14.780000000000001,1.3447632376953582,0,0,0.1,0,0.0,0.0,Low Risk
89.01,23,8,59.41,0,2,29.60000000000001,1.4982326207709142,0,1,0.25,0,0.0,0.0,Low Risk
134.81,19,13,184.23,0,1,-49.41999999999999,0.7317483580307225,0,0,0.07692307692307693,0,0.0,0.0,Low Risk
96.75,18,20,124.71,0,0,-27.959999999999994,0.7757998556651432,0,0,0.0,0,0.0,0.0,Low Risk
147.76,18,30,117.21,0,0,30.549999999999997,1.2606432898216875,0,0,0.0,0,0.0,0.0,Low Risk
53.34,13,30,177.33,0,0,-123.99000000000001,0.3007951277279648,0,0,0.0,0,0.0,0.0,Low Risk
54.51,15,29,137.22,0,1,-82.71000000000001,0.39724529951902054,0,0,0.034482758620689655,0,0.0,0.0,Low Risk
83.75,13,20,136.71,0,1,-52.96000000000001,0.6126106356521103,0,0,0.05,0,0.0,0.0,Low Risk
62.98,20,36,194.02,0,3,-131.04000000000002,0.3246057107514689,0,0,0.08333333333333333,0,0.0,0.0,Low Risk
103.92,9,18,62.66,0,0,41.260000000000005,1.6584743057772104,0,0,0.0,0,0.0,0.0,Low Risk
118.08,16,10,178.84,0,0,-60.760000000000005,0.660254976515321,0,0,0.0,0,0.0,0.0,Low Risk
75.72,23,23,79.65,0,3,-3.930000000000007,0.9506591337099811,0,1,0.13043478260869565,0,0.0,0.0,Low Risk
65.39,17,27,70.35,0,2,-4.959999999999994,0.929495380241649,0,0,0.07407407407407407,0,0.0,0.0,Low Risk
86.57,16,30,137.98,0,1,-51.41,0.6274097695318162,0,0,0.03333333333333333,0,0.0,0.0,Low Risk
109.48,8,7,168.65,0,0,-59.17,0.649155054847317,0,0,0.0,0,0.0,0.0,Low Risk
242.36,8,2,79.5,0,1,162.86,3.048553459119497,1,0,0.5,0,0.0,0.0,Low Risk
47.67,2,35,102.58,0,2,-54.91,0.4647104698771691,0,1,0.05714285714285714,0,0.0,0.0,Low Risk
139.61,17,28,111.7,0,1,27.91000000000001,1.2498657117278424,0,0,0.03571428571428571,0,0.0,0.0,Low Risk
91.59,1,14,78.12,0,1,13.469999999999999,1.172427035330261,0,1,0.07142857142857142,0,0.0,0.0,Low Risk
25.9,12,16,33.37,0,1,-7.469999999999999,0.7761462391369494,0,0,0.0625,0,0.0,0.0,Low Risk
62.33,16,7,141.63,0,0,-79.3,0.4400903763326979,0,0,0.0,0,0.0,0.0,Low Risk
92.85,3,22,111.73,0,5,-18.88000000000001,0.8310212118499954,0,1,0.22727272727272727,0,0.0,0.0,Low Risk
116.84,17,24,87.85,0,0,28.99000000000001,1.3299943084803645,0,0,0.0,0,0.0,0.0,Low Risk
61.07,18,38,137.16,0,0,-76.09,0.44524642752989213,0,0,0.0,0,0.0,0.0,Low Risk
56.23,21,13,182.33,0,0,-126.10000000000002,0.3083968628311303,0,0,0.0,0,0.0,0.0,Low Risk
94.32,23,12,107.12,0,3,-12.800000000000011,0.8805078416728901,0,1,0.25,0,0.0,0.0,Low Risk
89.22,14,37,106.91,0,2,-17.689999999999998,0.8345337199513609,0,0,0.05405405405405406,0,0.0,0.0,Low Risk
79.4,22,27,56.7,0,3,22.700000000000003,1.400352733686067,0,0,0.1111111111111111,0,0.0,0.0,Low Risk
88.17,11,28,79.19,0,1,8.980000000000004,1.1133981563328703,0,0,0.03571428571428571,0,0.0,0.0,Low Risk
81.84,20,17,136.64,0,0,-54.79999999999998,0.5989461358313818,0,0,0.0,0,0.0,0.0,Low Risk
316.13,14,22,107.02,0,1,209.11,2.953933844141282,1,0,0.045454545454545456,0,0.0,0.0,Low Risk
152.12,16,9,126.5,1,0,25.620000000000005,1.2025296442687747,0,0,0.0,0,0.0,0.0,Low Risk
109.16,8,27,71.27,0,2,37.89,1.5316402413357655,0,0,0.07407407407407407,0,0.0,0.0,Low Risk
38.65,3,10,135.31,0,1,-96.66,0.2856403813465376,0,1,0.1,0,0.0,0.0,Low Risk
98.28,9,2,69.47,0,1,28.810000000000002,1.4147113862098748,0,0,0.5,0,0.0,0.0,Low Risk
62.44,13,28,65.87,0,1,-3.430000000000007,0.9479277364505844,0,0,0.03571428571428571,0,0.0,0.0,Low Risk
60.57,13,35,239.59,0,2,-179.02,0.2528068784172962,0,0,0.05714285714285714,0,0.0,0.0,Low Risk
93.93,8,32,151.21,0,3,-57.28,0.6211890747966404,0,0,0.09375,0,0.0,0.0,Low Risk
138.35,16,10,85.27,0,1,53.08,1.6224932567139674,0,0,0.1,0,0.0,0.0,Low Risk
66.48,9,23,215.93,0,1,-149.45,0.3078775529106655,0,0,0.043478260869565216,0,0.0,0.0,Low Risk
266.97,21,23,86.48,0,2,180.49,3.087072155411656,1,0,0.08695652173913043,0,0.0,0.0,Low Risk
67.09,5,17,160.68,0,0,-93.59,0.4175379636544685,0,1,0.0,0,0.0,0.0,Low Risk
155.29,20,1,320.41,0,1,-165.12000000000003,0.48466027901750874,0,0,1.0,0,0.0,0.0,Low Risk
52.84,17,19,54.54,1,4,-1.6999999999999957,0.9688302163549689,0,0,0.21052631578947367,0,0.0,0.0,Low Risk
103.69,19,20,169.09,0,1,-65.4,0.613223727009285,0,0,0.05,0,0.0,0.0,Low Risk
33.87,21,20,112.09,0,1,-78.22,0.3021679007940048,0,0,0.05,0,0.0,0.0,Low Risk
99.41,18,30,144.26,0,0,-44.849999999999994,0.6891030084569527,0,0,0.0,0,0.0,0.0,Low Risk
31.1,12,6,39.34,0,0,-8.240000000000002,0.7905439755973563,0,0,0.0,0,0.0,0.0,Low Risk
109.61,10,23,333.63,0,2,-224.01999999999998,0.3285376015346342,0,0,0.08695652173913043,0,0.0,0.0,Low Risk
273.7,20,30,122.36,0,2,151.33999999999997,2.236842105263158,1,0,0.06666666666666667,0,0.0,0.0,Low Risk
63.83,18,35,176.66,1,1,-112.83,0.36131552134042794,0,0,0.02857142857142857,0,0.0,0.0,Low Risk
91.63,15,32,121.81,1,0,-30.180000000000007,0.7522370905508579,0,0,0.0,0,0.0,0.0,Low Risk
76.77,4,20,169.96,0,2,-93.19000000000001,0.4516945163567898,0,1,0.1,0,0.0,0.0,Low Risk
41.66,23,31,212.27,0,0,-170.61,0.196259480849861,0,1,0.0,0,0.0,0.0,Low Risk
74.92,19,32,48.66,0,1,26.260000000000005,1.5396629675297988,0,0,0.03125,0,0.0,0.0,Low Risk
183.11,15,25,139.55,0,0,43.56,1.3121461841633824,0,0,0.0,0,0.0,0.0,Low Risk
71.32,16,19,46.8,0,0,24.519999999999996,1.5239316239316238,0,0,0.0,0,0.0,0.0,Low Risk
326.67,9,15,75.46,0,1,251.21000000000004,4.329048502517891,1,0,0.06666666666666667,0,0.0,0.0,Low Risk
51.99,20,19,146.02,0,0,-94.03,0.3560471168333105,0,0,0.0,0,0.0,0.0,Low Risk
38.92,8,17,79.05,0,2,-40.129999999999995,0.4923466160657812,0,0,0.11764705882352941,0,0.0,0.0,Low Risk
100.42,4,29,117.15,0,2,-16.730000000000004,0.8571916346564233,0,1,0.06896551724137931,0,0.0,0.0,Low Risk
68.27,18,26,188.83,0,1,-120.56000000000002,0.3615421278398559,0,0,0.038461538461538464,0,0.0,0.0,Low Risk
60.79,16,37,97.5,0,4,-36.71,0.6234871794871795,0,0,0.10810810810810811,0,0.0,0.0,Low Risk
137.97,13,31,76.32,0,1,61.650000000000006,1.8077830188679247,0,0,0.03225806451612903,0,0.0,0.0,Low Risk
74.0,16,26,107.68,0,2,-33.68000000000001,0.687221396731055,0,0,0.07692307692307693,0,0.0,0.0,Low Risk
145.29,20,27,81.42,0,0,63.86999999999999,1.784450994841562,0,0,0.0,0,0.0,0.0,Low Risk
71.15,4,28,154.16,0,0,-83.00999999999999,0.46153347171769593,0,1,0.0,0,0.0,0.0,Low Risk
84.32,4,11,200.22,0,0,-115.9,0.42113674957546693,0,1,0.0,0,0.0,0.0,Low Risk
71.66,8,29,96.22,0,0,-24.560000000000002,0.7447516108917065,0,0,0.0,0,0.0,0.0,Low Risk
116.59,21,1,79.95,0,1,36.64,1.4582864290181363,0,0,1.0,0,0.0,0.0,Low Risk
123.3,23,22,84.72,0,0,38.58,1.4553824362606231,0,1,0.0,0,0.0,0.0,Low Risk
74.66,9,21,115.76,0,0,-41.10000000000001,0.6449550794747754,0,0,0.0,0,0.0,0.0,Low Risk
183.58,15,29,79.97,0,1,103.61000000000001,2.2956108540702767,1,0,0.034482758620689655,0,0.0,0.0,Low Risk
70.29,1,14,138.82,0,0,-68.52999999999999,0.506339144215531,0,1,0.0,0,0.0,0.0,Low Risk
31.19,19,20,168.44,0,2,-137.25,0.18516979339824272,0,0,0.1,0,0.0,0.0,Low Risk
41.55,23,10,44.7,0,3,-3.1500000000000057,0.9295302013422817,0,1,0.3,0,0.0,0.0,Low Risk
98.27,3,5,65.57,0,2,32.7,1.4987036754613392,0,1,0.4,0,0.0,0.0,Low Risk
47.93,13,49,174.96,0,3,-127.03,0.2739483310470965,0,0,0.061224489795918366,0,0.0,0.0,Low Risk
43.76,16,6,317.11,0,3,-273.35,0.13799627889375926,0,0,0.5,0,0.0,0.0,Low Risk
22.65,8,17,170.1,0,0,-147.45,0.13315696649029982,0,0,0.0,0,0.0,0.0,Low Risk
82.5,15,1,73.01,0,1,9.489999999999995,1.1299821942199697,0,0,1.0,0,0.0,0.0,Low Risk
138.15,19,9,148.21,0,3,-10.060000000000002,0.9321233385061737,0,0,0.3333333333333333,0,0.0,0.0,Low Risk
107.54,17,10,163.17,0,1,-55.62999999999998,0.659067230495802,0,0,0.1,0,0.0,0.0,Low Risk
196.57,22,1,129.56,0,1,67.00999999999999,1.5172121025007717,0,0,1.0,0,0.0,0.0,Low Risk
53.76,19,34,133.8,0,0,-80.04000000000002,0.4017937219730941,0,0,0.0,1,0.0,0.0,Low Risk
316.69,13,25,47.62,0,1,269.07,6.650356992860143,1,0,0.04,0,0.0,0.0,Low Risk
101.05,6,8,165.47,0,0,-64.42,0.6106847162627667,0,0,0.0,0,0.0,0.0,Low Risk
85.51,9,8,49.24,0,2,36.27,1.73659626320065,0,0,0.25,0,0.0,0.0,Low Risk
154.27,21,12,78.18,0,2,76.09,1.9732668201586083,0,0,0.16666666666666666,0,0.0,0.0,Low Risk
16.5,15,21,275.7,0,1,-259.2,0.059847660500544075,0,0,0.047619047619047616,0,0.0,0.0,Low Risk
17.44,20,30,42.97,0,3,-25.529999999999998,0.4058645566674424,0,0,0.1,0,0.0,0.0,Low Risk
89.1,14,7,313.36,0,2,-224.26000000000002,0.28433750319121776,0,0,0.2857142857142857,0,0.0,0.0,Low Risk
137.82,9,12,177.04,0,2,-39.22,0.7784681427925892,0,0,0.16666666666666666,0,0.0,0.0,Low Risk
118.3,10,29,156.64,0,2,-38.33999999999999,0.7552349336057201,0,0,0.06896551724137931,0,0.0,0.0,Low Risk
154.4,16,24,87.14,0,0,67.26,1.7718613725040167,0,0,0.0,0,0.0,0.0,Low Risk
273.28,15,26,133.91,0,1,139.36999999999998,2.0407736539466805,1,0,0.038461538461538464,1,0.0,0.0,Low Risk
45.76,5,22,102.11,0,1,-56.35,0.44814415826069925,0,1,0.045454545454545456,0,0.0,0.0,Low Risk
155.05,20,9,82.46,0,1,72.59000000000002,1.8803056027164688,0,0,0.1111111111111111,0,0.0,0.0,Low Risk
103.96,1,9,56.12,0,1,47.839999999999996,1.8524590163934427,0,1,0.1111111111111111,0,0.0,0.0,Low Risk
81.18,20,21,112.84,0,0,-31.659999999999997,0.7194257355547679,0,0,0.0,0,0.0,0.0,Low Risk
74.3,22,37,99.3,0,0,-25.0,0.7482376636455186,0,0,0.0,0,0.0,0.0,Low Risk
123.99,20,18,78.44,0,0,45.55,1.5806986231514533,0,0,0.0,0,0.0,0.0,Low Risk
248.32,18,32,116.86,0,1,131.45999999999998,2.124935820640082,1,0,0.03125,0,0.0,0.0,Low Risk
134.42,13,14,182.47,0,0,-48.05000000000001,0.7366690414862717,0,0,0.0,0,0.0,0.0,Low Risk
135.23,10,30,178.24,0,1,-43.01000000000002,0.7586961400359066,0,0,0.03333333333333333,0,0.0,0.0,Low Risk
136.08,18,24,64.0,0,0,72.08000000000001,2.12625,1,0,0.0,0,0.0,0.0,Low Risk
71.72,19,33,179.55,0,2,-107.83000000000001,0.399443052074631,0,0,0.06060606060606061,0,0.0,0.0,Low Risk
43.07,17,32,127.24,0,3,-84.16999999999999,0.3384941842187991,0,0,0.09375,0,0.0,0.0,Low Risk
297.35,8,32,211.16,0,0,86.19000000000003,1.4081738965713204,0,0,0.0,0,0.0,0.0,Low Risk
42.71,15,37,143.19,0,0,-100.47999999999999,0.2982750192052518,0,0,0.0,0,0.0,0.0,Low Risk
137.14,7,16,111.88,0,2,25.25999999999999,1.2257776188773686,0,0,0.125,0,0.0,0.0,Low Risk
224.32,1,14,65.69,0,1,158.63,3.4148272187547573,1,1,0.07142857142857142,0,0.0,0.0,Low Risk
88.53,11,18,55.04,1,1,33.49,1.6084665697674418,0,0,0.05555555555555555,0,0.0,0.0,Low Risk
126.45,23,22,109.6,0,0,16.85000000000001,1.1537408759124088,0,1,0.0,0,0.0,0.0,Low Risk
131.91,13,24,133.85,0,0,-1.9399999999999977,0.9855061636159881,0,0,0.0,0,0.0,0.0,Low Risk
142.88,18,6,91.68,0,0,51.19999999999999,1.5584642233856891,0,0,0.0,0,0.0,0.0,Low Risk
